responder_caste,groom_caste,income_level,edition_1,edition_2
HC,MC,HI,27.999999999995325,26.83333333333951
HC,MC,MI,38.666666666665925,31.499999999994678
HC,MC,LI,34.66666666666628,45.499999999997534
HC,LC,HI,45.11111111110643,30.000000000005738
HC,LC,MI,46.66666666666592,29.999999999995655
HC,LC,LI,48.22222222222246,49.9999999999983
MC,LC,HI,51.69230769230648,1.5555555555569096
MC,LC,MI,12.9230769230769,14.000000000000119
MC,LC,LI,-8.615384615384073,9.333333333333732
