responder_caste,groom_caste,income_level,RQ1,RQ2,RQ3,RQ4
HC,MC,HI,-34.58823529411861,-5.09090909091075,34.46153846153545,356.9999999999881
HC,MC,MI,9.88235294117649,15.272727272729858,49.53846153846023,147.0000000000076
HC,MC,LI,19.76470588235658,48.36363636363782,36.61538461538468,118.99999999999766
HC,LC,HI,-20.222222222223795,-4.666666666667058,58.54545454544941,285.6000000000233
HC,LC,MI,4.666666666667162,18.666666666667826,61.0909090909051,140.00000000002325
HC,LC,LI,32.66666666666718,46.6666666666674,55.99999999999963,100.80000000000628
MC,LC,HI,168.00000000000477,22.400000000005903,59.500000000000576,-3.294117647058748
MC,LC,MI,4.9986681460727556e-12,61.60000000001495,2.031291801429835e-13,6.588235294117823
MC,LC,LI,84.00000000003133,-11.200000000007371,-7.183836858715271e-13,1.6470588235295003
