pair,HI,MI,LI,mean,sd
HCR-MCG,27.37777777778097,34.84444444443403,40.44444444444399,34.22222222221966,6.555517890661549
HCR-LCG,35.91304347826664,36.521739130425026,49.30434782608845,40.57971014492671,7.561884989861967
MCR-LCG,22.58064516128704,13.548387096774755,1.8064516129034058,12.645161290321735,10.416508150023601
