"letter_id","duplicate_profile","edition","responder_caste","repeat_letter","groomid","groom","groom_caste","groom_income","income_level","height_in","age","education","education_raw","sons","daughters","unmdaughters","girl_working","father_occupation","father_absent","father_govt","father_private","father_business","father_retired","mother_occupation","mother_absent","mother_housewife","complexion_raw","complexion","looks_raw","looks","bride_income_pm","family_wealth_raw","own_house","own_apartment","own_land","own_car","profile_id"
650,FALSE,2,"MC",FALSE,4,"MCG-HI","MC",35000,"HI",67,26,"bachelors","b.com",1,1,1,0,"business",0,0,0,1,0,"nm",0,0,"medium fair, medium looks","medium_fair","","fair",NA,"",0,0,0,0,1264
651,FALSE,2,"HC",TRUE,4,"MCG-HI","MC",35000,"HI",64,31,"below_bachelors","h.s",2,2,1,0,"nm",0,0,0,0,0,"nm",0,0,"medium fair, medium looks","medium_fair","","fair",NA,"",0,0,0,0,943
652,FALSE,2,"HC",FALSE,4,"MCG-HI","MC",35000,"HI",68,23,"bachelors","b.sc",2,3,1,0,"Retired",0,0,0,0,1,"retired",0,0,"medium fair, medium looks","medium_fair","","fair",NA,"",0,0,0,0,859
653,FALSE,2,"HC",TRUE,4,"MCG-HI","MC",35000,"HI",60,23,"bachelors","b.a",1,2,2,0,"absent",1,0,0,0,0,"teacher",0,0,"medium fair, medium looks","medium_fair","","fair",NA,"",0,0,0,0,908
654,FALSE,2,"MC",TRUE,4,"MCG-HI","MC",35000,"HI",60,28,"bachelors","b.a",0,2,1,0,"pvt employee",0,0,1,0,0,"housewife",0,1,"medium fair, very good looks","medium_fair","","very_good",NA,"flat owner",0,1,0,0,1297
655,FALSE,2,"MC",FALSE,4,"MCG-HI","MC",35000,"HI",62,23,"bachelors","b.sc",1,2,1,0,"pvt employee",0,0,1,0,0,"housewife",0,1,"medium fair,good looks","medium_fair","","good",NA,"",0,0,0,0,1165
656,FALSE,2,"MC",FALSE,4,"MCG-HI","MC",35000,"HI",67,22,"bachelors","bcom",2,1,1,0,"absent",1,0,0,0,0,"retired",0,0,"medium fair,medium looks","medium_fair","","fair",NA,"",0,0,0,0,1254
657,FALSE,2,"HC",FALSE,4,"MCG-HI","MC",35000,"HI",66,25,"bachelors","b.a",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair/medium looks","medium_fair","","fair",NA,"",0,0,0,0,816
658,FALSE,2,"MC",FALSE,4,"MCG-HI","MC",35000,"HI",64,23,"bachelors","b.a",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"meidum fair, medium looks","medium_fair","","fair",NA,"flat owner",0,1,0,0,1204
659,FALSE,2,"MC",FALSE,4,"MCG-HI","MC",35000,"HI",63,24,"bachelors","b.sc",2,1,1,0,"Retired",0,0,0,0,1,"retired",0,0,"nm",NA,"",NA,NA,"flat owner",0,1,0,0,1188
660,FALSE,2,"HC",TRUE,4,"MCG-HI","MC",35000,"HI",66,NA,"masters","m.tech",0,1,1,0,"Retired",0,0,0,0,1,"teacher",0,0,"slim",NA,"",NA,NA,"",0,0,0,0,958
661,FALSE,2,"MC",FALSE,4,"MCG-HI","MC",35000,"HI",67,24,"masters","m.a",1,3,1,0,"business",0,0,0,1,0,"housewife",0,1,"very fair","very_fair","",NA,NA,"",0,0,0,0,1260
662,FALSE,2,"HC",FALSE,4,"MCG-HI","MC",35000,"HI",69,29,"masters","m.a",0,1,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","",NA,NA,"",0,0,0,0,900
663,FALSE,2,"HC",FALSE,4,"MCG-HI","MC",35000,"HI",62,27,"bachelors","b.e",1,1,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"very fair, fair looks","very_fair","","fair",5000,"flat owner",0,1,0,0,722
664,FALSE,2,"HC",FALSE,4,"MCG-HI","MC",35000,"HI",63,25,"bachelors","b.sc",0,2,2,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair, fair looks","very_fair","","fair",NA,"",0,0,0,0,739
665,FALSE,2,"MC",FALSE,4,"MCG-HI","MC",35000,"HI",64,24,"masters","m.a",0,1,1,0,"business",0,0,0,1,0,"housewife",0,1,"very fair, good looks","very_fair","","good",NA,"falt owner",0,1,0,0,1209
666,FALSE,2,"LC",FALSE,4,"MCG-HI","MC",35000,"HI",69,26,"masters","ma.",1,1,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair, medium looks","very_fair","","fair",NA,"car owner",0,0,0,1,1085
667,FALSE,2,"MC",FALSE,4,"MCG-HI","MC",35000,"HI",63,23,"bachelors","b.a",2,2,2,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair, medium looks","very_fair","","fair",NA,"house owner",1,0,0,0,1180
668,FALSE,2,"HC",TRUE,4,"MCG-HI","MC",35000,"HI",66,21,"below_bachelors","h.s",1,2,1,0,"absent",1,0,0,0,0,"govt employee",0,0,"very fair, medium looks","very_fair","","fair",NA,"",0,0,0,0,952
669,FALSE,2,"MC",FALSE,4,"MCG-HI","MC",35000,"HI",62,29,"bachelors","b.sc",1,2,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair, medium looks","very_fair","","fair",NA,"",0,0,0,0,1179
670,FALSE,2,"MC",FALSE,4,"MCG-HI","MC",35000,"HI",61,25,"masters","m.a",1,2,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair, medium looks","very_fair","","fair",NA,"",0,0,0,0,1152
671,FALSE,2,"MC",FALSE,4,"MCG-HI","MC",35000,"HI",62,25,"bachelors","b.sc",2,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair, medium looks","very_fair","","fair",NA,"",0,0,0,0,1172
672,FALSE,2,"HC",FALSE,4,"MCG-HI","MC",35000,"HI",67,28,"bachelors","b.a",NA,1,1,0,"business",0,0,0,1,0,"absent",1,0,"very fair, very good looks","very_fair","","very_good",NA,"",0,0,0,0,853
673,FALSE,2,"HC",FALSE,4,"MCG-HI","MC",35000,"HI",60,28,"bachelors","b.sc",0,1,1,0,"govt employee",0,1,0,0,0,"nm",0,0,"Very fair,good look","very_fair","","good",NA,"",0,0,0,0,670
674,FALSE,2,"HC",FALSE,4,"MCG-HI","MC",35000,"HI",65,28,"bachelors","b.a",2,2,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair,medium looks","very_fair","","fair",NA,"",0,0,0,0,799
675,FALSE,1,"LC",TRUE,5,"MCG-MI","MC",15000,"MI",61,24,"masters","m.a",0,1,1,0,"govt employee",0,1,0,0,0,"nm",0,0,"nm",NA,"",NA,NA,"brother in usa",0,0,0,0,400
676,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",61,24,"bachelors","b.sc",1,2,2,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","",NA,NA,"father physically challenged",0,0,0,0,267
677,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",64,25,"masters","m.a",0,1,1,1,"govt employee",0,1,0,0,0,"housewife",0,1,"medium fair","medium_fair","good looks","good",NA,"flat owner",0,1,0,0,374
678,FALSE,1,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",63,24,"masters","m.a",0,1,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"fair","fair","medium looks","fair",NA,"flat owner",0,1,0,0,126
679,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",64,28,"masters","m.a",0,2,1,0,"pvt employee",0,0,1,0,0,"housewife",0,1,"very fair","very_fair","very good looks","very_good",NA,"flat owner",0,1,0,0,615
680,FALSE,1,"LC",TRUE,5,"MCG-MI","MC",15000,"MI",64,24,"masters","m.a",0,1,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","",NA,NA,"flat owner",0,1,0,0,415
681,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",64,27,"masters","m.a",0,1,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","",NA,NA,"flat owner",0,1,0,0,381
682,FALSE,1,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",64,28,"bachelors","b.sc",0,1,1,0,"pvt employee",0,0,1,0,0,"housewife",0,1,"nm",NA,"",NA,NA,"flat owner",0,1,0,0,191
683,FALSE,1,"LC",TRUE,5,"MCG-MI","MC",15000,"MI",62,29,"bachelors","b.a",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","medium looks","fair",NA,"house owner",1,0,0,0,408
684,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",61,22,"bachelors","b.com",3,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","medium looks","fair",NA,"house owner",1,0,0,0,444
685,FALSE,1,"LC",TRUE,5,"MCG-MI","MC",15000,"MI",63,25,"masters","m.phil",1,2,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","medium looks","fair",NA,"house owner",1,0,0,0,411
686,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",63,23,"bachelors","b.a",0,2,2,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","medium looks","fair",NA,"house owner",1,0,0,0,549
687,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",63,27,"masters","m.phil",1,2,2,0,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","very good looks","very_good",NA,"house owner",1,0,0,0,351
688,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",63,22,"bachelors","b.sc",0,2,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","",NA,NA,"house owner",1,0,0,0,320
689,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",62,21,"bachelors","b.a",1,1,1,0,"absent",1,0,0,0,0,"housewife",0,1,"fair","fair","medium looks","fair",NA,"house owner,polio",1,0,0,0,477
690,FALSE,1,"LC",TRUE,5,"MCG-MI","MC",15000,"MI",62,21,"bachelors","b.a",1,1,1,1,"Retired",0,0,0,0,1,"pvt employee",0,0,"medium fair","medium_fair","medium looks","fair",NA,"house, car owner",1,0,0,1,404
691,FALSE,1,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",62,25,"bachelors","b.a",NA,2,2,1,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","fairlooks","fair",NA,"",NA,NA,NA,NA,76
692,FALSE,1,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",61,30,"bachelors","b.a",1,1,1,0,"absent",1,0,0,0,0,"housewife",0,1,"fair","fair","fairlooks","fair",NA,"",NA,NA,NA,NA,51
693,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",61,24,"masters","m.a",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","good looks","good",NA,"",NA,NA,NA,NA,461
694,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",64,28,"masters","m.sc",0,2,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","good looks","good",NA,"",NA,NA,NA,NA,616
695,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",63,20,"bachelors","b.com",2,1,1,0,"absent",1,0,0,0,0,"absent",1,0,"medium fair","medium_fair","good looks","good",NA,"",NA,NA,NA,NA,314
696,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",63,24,"masters","m.a",0,1,1,0,"business",0,0,0,1,0,"housewife",0,1,"very fair","very_fair","good looks","good",NA,"",NA,NA,NA,NA,556
697,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",64,27,"masters","m.a",1,1,1,0,"pvt employee",0,0,1,0,0,"housewife",0,1,"very fair","very_fair","good looks","good",NA,"",NA,NA,NA,NA,383
698,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",64,27,"masters","m.a",0,1,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","good looks","good",NA,"",NA,NA,NA,NA,382
699,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",64,23,"masters","m.a",0,1,1,0,"pvt employee",0,0,1,0,0,"housewife",0,1,"fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,594
700,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",59,NA,"bachelors","b.a",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,426
701,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",62,25,"bachelors","b.a",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,504
702,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",62,25,"masters","m.a",1,1,1,0,"business",0,0,0,1,0,"pvt teacher",0,0,"fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,515
703,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",63,22,"bachelors","b.a",1,1,1,0,"business",0,0,0,1,0,"govt. employee",0,0,"fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,318
704,TRUE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",63,22,"bachelors","b.a",1,1,1,0,"Retired",0,0,0,0,1,"govt. employee",0,0,"fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,317
705,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",62,24,"masters","m.sc",0,1,1,0,"business",0,0,0,1,0,"housewife",0,1,"fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,294
706,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",63,24,"bachelors","b.com",2,1,1,0,"absent",1,0,0,0,0,"absent",1,0,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,332
707,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",62,23,"bachelors","b.sc",2,1,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,488
708,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",62,25,"masters","m.a",0,2,2,0,"govt employee",0,1,0,0,0,"housewife",0,1,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,514
709,FALSE,1,"LC",TRUE,5,"MCG-MI","MC",15000,"MI",64,23,"masters","m.com",1,1,1,0,"pvt employee",0,0,1,0,0,"housewife",0,1,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,414
710,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",62,25,"bachelors","b.a",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,505
711,FALSE,1,"LC",TRUE,5,"MCG-MI","MC",15000,"MI",64,24,"masters","m.com",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,416
712,FALSE,1,"LC",TRUE,5,"MCG-MI","MC",15000,"MI",62,24,"masters","m.sc",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,405
713,FALSE,1,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",62,23,"bachelors","b.sc",2,2,1,0,"Retired",0,0,0,0,1,"nm",0,0,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,59
714,FALSE,1,"LC",TRUE,5,"MCG-MI","MC",15000,"MI",62,28,"masters","m.sc",0,1,1,0,"Retired",0,0,0,0,1,"nm",0,0,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,407
715,FALSE,1,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",62,23,"bachelors","b.a",1,3,2,0,"absent",1,0,0,0,0,"teacher",0,0,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,58
716,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",62,25,"masters","m.a",1,2,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair","very_fair","medium looks","fair",NA,"",NA,NA,NA,NA,516
717,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",64,25,"masters","m.a",2,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","medium looks","fair",NA,"",NA,NA,NA,NA,599
718,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",61,24,"bachelors","b.sc",1,1,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair","very_fair","very good looks","very_good",NA,"",NA,NA,NA,NA,264
719,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",61,24,"bachelors","b.sc",1,1,1,1,"business",0,0,0,1,0,"housewife",0,1,"very fair","very_fair","very good looks","very_good",96000,"",NA,NA,NA,NA,263
720,FALSE,1,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",64,25,"bachelors","b.a",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"",NA,"fair looks","fair",NA,"",NA,NA,NA,NA,174
721,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",63,27,"masters","m.a",0,1,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","good looks","good",60000,"",NA,NA,NA,NA,347
722,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",62,26,"masters","m.a",0,1,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"fair","fair","good looks","good",NA,"",NA,NA,NA,NA,307
723,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",62,26,"masters","m.a",0,1,1,0,"Retired",0,0,0,0,1,"pvt teacher",0,0,"fair","fair","good looks","good",NA,"",NA,NA,NA,NA,305
724,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",63,27,"masters","m.a",0,1,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","good looks","good",NA,"",NA,NA,NA,NA,348
725,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",62,26,"masters","m.a",0,1,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","good looks","good",NA,"",NA,NA,NA,NA,304
726,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",NA,23,"bachelors","b.a",1,2,1,0,"pvt employee",0,0,1,0,0,"housewife",0,1,"medium fair","medium_fair","good looks","good",NA,"",NA,NA,NA,NA,623
727,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",63,27,"masters","m.a",0,1,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","good looks","good",NA,"",NA,NA,NA,NA,349
728,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",63,22,"bachelors","b.a",2,1,1,0,"absent",1,0,0,0,0,"retired",0,0,"very fair","very_fair","medium looks","fair",NA,"",NA,NA,NA,NA,544
729,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",61,24,"bachelors","b.sc",1,2,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"fair","fair","",NA,NA,"",NA,NA,NA,NA,266
730,FALSE,1,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",62,25,"bachelors","b.a",2,3,2,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","",NA,6000,"",NA,NA,NA,NA,73
731,TRUE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",63,24,"bachelors","b.com",2,1,1,0,"absent",1,0,0,0,0,"absent",1,0,"medium fair","medium_fair","",NA,NA,"",NA,NA,NA,NA,331
732,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",64,24,"masters","m.com",0,2,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"medium fair","medium_fair","",NA,NA,"",NA,NA,NA,NA,371
733,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",64,23,"masters","m.com",0,1,1,0,"pvt employee",0,0,1,0,0,"retired",0,0,"medium fair","medium_fair","",NA,NA,"",NA,NA,NA,NA,366
734,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",63,34,"masters","m.com",0,1,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"nm",NA,"",NA,NA,"",NA,NA,NA,NA,588
735,FALSE,1,"LC",TRUE,5,"MCG-MI","MC",15000,"MI",61,26,"masters","m.a",0,2,1,0,"absent",1,0,0,0,0,"govt. employee",0,0,"nm",NA,"",NA,NA,"",NA,NA,NA,NA,402
736,FALSE,1,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",63,29,"bachelors","b.sc",1,2,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"nm",NA,"",NA,NA,"",NA,NA,NA,NA,157
737,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",63,29,"bachelors","b.sc",1,2,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"nm",NA,"",NA,NA,"",NA,NA,NA,NA,587
738,FALSE,1,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",63,34,"bachelors","b.com",2,2,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"nm",NA,"",NA,NA,"",NA,NA,NA,NA,164
739,FALSE,1,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",67,22,"masters","m.a",0,2,2,0,"Retired",0,0,0,0,1,"housewife",0,1,"nm",NA,"",NA,NA,"",NA,NA,NA,NA,204
740,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",60,24,"masters","m.a",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"nm",NA,"",NA,NA,"",NA,NA,NA,NA,431
741,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",60,22,"masters","m.a",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"nm",NA,"",NA,NA,"",NA,NA,NA,NA,428
742,FALSE,1,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",NA,30,"bachelors","b.e",NA,1,1,0,"nm",0,0,0,0,0,"nm",0,0,"nm",NA,"",NA,NA,"",NA,NA,NA,NA,215
743,FALSE,1,"LC",TRUE,5,"MCG-MI","MC",15000,"MI",61,26,"masters","m.a",0,2,2,0,"nm",0,0,0,0,0,"nm",0,0,"nm",NA,"",NA,NA,"",NA,NA,NA,NA,403
744,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",NA,30,"bachelors","b.e",NA,3,2,0,"nm",0,0,0,0,0,"retired",0,0,"nm",NA,"",NA,NA,"",NA,NA,NA,NA,626
745,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",66,28,"bachelors","bba",0,2,1,1,"professor",0,1,0,0,0,"housewife",0,1,"very fair","very_fair","",NA,NA,"",NA,NA,NA,NA,393
746,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",66,25,"masters","mba",0,1,1,1,"professor",0,1,0,0,0,"housewife",0,1,"very fair","very_fair","",NA,NA,"",NA,NA,NA,NA,391
747,FALSE,1,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",61,24,"masters","m.a",0,1,1,0,"business",0,0,0,1,0,"housewife",0,1,"very fair","very_fair","",NA,NA,"",NA,NA,NA,NA,458
748,FALSE,1,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",61,27,"bachelors","b.sc",1,2,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","",NA,NA,"",NA,NA,NA,NA,280
749,FALSE,1,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",61,29,"masters","m.a",0,1,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","",NA,NA,"",NA,NA,NA,NA,50
750,FALSE,2,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",69,24,"bachelors","b.a",1,2,1,0,"absent",1,0,0,0,0,"housewife",0,1,"fair, good looks","fair","","good",NA,"",0,0,0,0,1284
751,FALSE,2,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",66,26,"below_bachelors","h.s",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair, good looks","fair","","good",NA,"",0,0,0,0,1242
752,FALSE,2,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",65,28,"below_bachelors","h.s",0,1,1,0,"govt employee",0,1,0,0,0,"retired",0,0,"fair, good looks","fair","","good",NA,"",0,0,0,0,1035
753,FALSE,2,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",60,23,"bachelors","b.a",0,1,1,0,"govt employee",0,1,0,0,0,"absent",1,0,"fair, medium looks","fair","","fair",NA,"flat owner",0,1,0,0,975
754,FALSE,2,"LC",FALSE,5,"MCG-MI","MC",15000,"MI",62,24,"bachelors","b.sc",0,1,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"fair, medium looks","fair","","fair",NA,"",0,0,0,0,994
755,FALSE,2,"HC",TRUE,5,"MCG-MI","MC",15000,"MI",62,29,"bachelors","b.sc",2,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair, medium looks","fair","","fair",NA,"",0,0,0,0,928
756,FALSE,2,"LC",TRUE,5,"MCG-MI","MC",15000,"MI",65,22,NA,"nm",1,2,1,0,"Retired",0,0,0,0,1,"retired",0,0,"fair, medium looks","fair","","fair",NA,"",0,0,0,0,1109
757,FALSE,2,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",72,27,"bachelors","b.sc",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","",NA,NA,"house owner",1,0,0,0,1290
758,FALSE,2,"MC",TRUE,5,"MCG-MI","MC",15000,"MI",61,26,"bachelors","b.a",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair , medium looks","fair","","fair",NA,"",0,0,0,0,1300
759,FALSE,2,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",63,27,"bachelors","b.sc",1,1,1,0,"Retired",0,0,0,0,1,"absent",1,0,"fair looks",NA,"","fair",NA,"",0,0,0,0,751
760,FALSE,2,"HC",TRUE,5,"MCG-MI","MC",15000,"MI",62,26,"bachelors","b.com",2,1,1,0,"business",0,0,0,1,0,"housewife",0,1,"fair looks",NA,"","fair",NA,"",0,0,0,0,925
761,FALSE,2,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",49,32,"bachelors","b.a",1,1,1,0,"Retired",0,0,0,0,1,"absent",1,0,"fair, fair looks","fair","","fair",NA,"",0,0,0,0,647
762,FALSE,2,"HC",FALSE,5,"MCG-MI","MC",15000,"MI",62,31,"bachelors","b.a",2,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair, fair looks","fair","","fair",NA,"",0,0,0,0,730
763,FALSE,2,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",66,26,"below_bachelors","h.s",1,1,1,0,"pvt employee",0,0,1,0,0,"housewife",0,1,"fair, good looks","fair","","good",NA,"",0,0,0,0,1243
764,FALSE,2,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",60,26,"bachelors","b.a",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair, good looks","fair","","good",NA,"",0,0,0,0,1133
765,FALSE,2,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",62,25,"below_bachelors","madhyamik",2,1,1,0,"nm",0,0,0,0,0,"nm",0,0,"fair, good looks","fair","","good",NA,"",0,0,0,0,1174
766,FALSE,2,"MC",FALSE,5,"MCG-MI","MC",15000,"MI",72,27,"below_bachelors","11th",2,1,1,0,"Retired",0,0,0,0,1,"retired",0,0,"fair, good looks","fair","","good",NA,"",0,0,0,0,1289
